,Accession,Year,HC1100 (cgST Cplx),ST,HC2350 (subsp.),HC100,10 SNP Threshold,HC0 (indistinguishable),Clade,100 SNP Threshold,HC2,Sub-Clade,50 SNP Threshold,HC50,HC2000,Lineage,Sub-sub-sub-Clade,5 SNP Threshold,HC400,HC20,HC5,Sub-sub-Clade,HC200,Genotype,HC1500,0 SNP Threshold,250 SNP Threshold,HC10,SNP Address,25 SNP Threshold
1507,SRR7274836,2016.0,2820.0,1.0,2820.0,2726.0,5.0,1.0,1656.0,1611.0,5.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,5.0,2816.0,5.0,5.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,5.0,1.0,5.0
1508,SRR7274837,2017.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,3.0,1.0,3.0
1510,SRR7274848,2017.0,2820.0,1.0,2820.0,2726.0,6.0,3.0,1656.0,1611.0,7.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,5.0,2816.0,955.0,7.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,20.0,1.0,20.0
1511,SRR7274850,2017.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,1.0,1.0,1.0
1512,SRR7274851,2017.0,2820.0,1.0,2820.0,2726.0,64.0,2.0,1032.0,859.0,29.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,43.0,2816.0,187.0,56.0,734.0,2726.0,259.0,2820.0,1.0,2726.0,118.0,1.0,159.0
1514,SRR7276885,2018.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,26.0,1.0,1032.0,10.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,10.0,1.0,734.0,2726.0,27.0,2820.0,1.0,2726.0,1.0,1.0,1.0
1515,SRR7276888,2017.0,2820.0,1.0,2820.0,2726.0,5.0,2.0,1656.0,1611.0,5.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,5.0,2816.0,5.0,5.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,5.0,1.0,5.0
1516,SRR7276894,2017.0,2820.0,1.0,2820.0,2726.0,8.0,1.0,1656.0,1611.0,6.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,6.0,2816.0,299.0,8.0,614.0,2726.0,306.0,2820.0,2.0,2726.0,11.0,2.0,290.0
1517,SRR7276899,2018.0,2820.0,1.0,2820.0,2726.0,17.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,7.0,2816.0,19.0,2.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,18.0,1.0,681.0
1518,SRR7276906,2018.0,2820.0,1.0,2820.0,2726.0,27.0,4.0,1656.0,1611.0,14.0,1656.0,1124.0,1656.0,2820.0,2735.0,614.0,16.0,2816.0,83.0,35.0,614.0,2726.0,126.0,2820.0,1.0,2726.0,78.0,1.0,77.0
1520,SRR7276912,2016.0,2820.0,1.0,2820.0,2726.0,64.0,7.0,1032.0,859.0,9.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,43.0,2816.0,187.0,56.0,734.0,2726.0,259.0,2820.0,7.0,2726.0,118.0,7.0,159.0
1522,SRR7276953,2017.0,2820.0,1.0,2820.0,2726.0,64.0,7.0,1032.0,859.0,9.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,43.0,2816.0,187.0,56.0,734.0,2726.0,259.0,2820.0,7.0,2726.0,118.0,7.0,159.0
1523,SRR7276954,2017.0,2820.0,1.0,2820.0,70.0,1.0,1.0,20.0,17.0,1.0,20.0,3.0,18.0,2820.0,78.0,20.0,1.0,2816.0,16.0,1.0,20.0,78.0,20.0,2820.0,1.0,75.0,1.0,1.0,1.0
1525,SRR7276962,2018.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,38.0,38.0,1.0,38.0,1.0,38.0,2820.0,2735.0,38.0,1.0,2816.0,1.0,1.0,38.0,2726.0,38.0,2820.0,1.0,2726.0,1.0,1.0,1.0
1526,SRR7276963,2017.0,2820.0,1.0,2820.0,2726.0,66.0,1.0,1032.0,859.0,15.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,45.0,2816.0,72.0,16.0,734.0,2726.0,259.0,2820.0,1.0,2726.0,71.0,1.0,72.0
1527,SRR7277001,2017.0,2820.0,1.0,2820.0,2726.0,33.0,2.0,1032.0,859.0,27.0,1032.0,33.0,1005.0,2820.0,2735.0,734.0,30.0,2816.0,34.0,30.0,734.0,2726.0,95.0,2820.0,8.0,2726.0,34.0,8.0,33.0
1528,SRR7277003,2017.0,2820.0,1.0,2820.0,2726.0,20.0,1.0,1032.0,859.0,1.0,1032.0,36.0,1005.0,2820.0,2735.0,734.0,4.0,2816.0,36.0,14.0,734.0,2726.0,36.0,2820.0,1.0,2726.0,22.0,1.0,25.0
1529,SRR7277692,2017.0,2820.0,2.0,2820.0,2726.0,64.0,7.0,1032.0,859.0,9.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,43.0,2816.0,187.0,56.0,734.0,2726.0,259.0,2820.0,7.0,2726.0,118.0,7.0,159.0
1530,SRR7277695,2017.0,2820.0,1.0,2820.0,2726.0,8.0,1.0,1032.0,859.0,2.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,5.0,2816.0,187.0,6.0,734.0,2726.0,259.0,2820.0,1.0,2726.0,8.0,1.0,10.0
1531,SRR7277702,2017.0,2820.0,1.0,2820.0,2726.0,6.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,2.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,13.0,1.0,34.0
1532,SRR7277704,2017.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,8.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,1.0,1.0,614.0,2726.0,126.0,2820.0,1.0,2726.0,1.0,1.0,3.0
1534,SRR7277743,2016.0,2820.0,1.0,2820.0,2726.0,4.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,2.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,9.0,1.0,681.0
1535,SRR7277747,2016.0,2820.0,1.0,2820.0,2726.0,31.0,1.0,1656.0,1611.0,17.0,1656.0,79.0,1656.0,2820.0,2735.0,614.0,19.0,2816.0,91.0,31.0,614.0,2726.0,127.0,2820.0,1.0,2726.0,69.0,1.0,77.0
1536,SRR7277750,2018.0,2820.0,1.0,2820.0,2726.0,33.0,5.0,1032.0,859.0,27.0,1032.0,33.0,1005.0,2820.0,2735.0,734.0,30.0,2816.0,34.0,30.0,734.0,2726.0,95.0,2820.0,11.0,2726.0,34.0,11.0,33.0
1537,SRR7277755,2017.0,2820.0,1.0,2820.0,2726.0,3.0,1.0,38.0,38.0,1.0,38.0,3.0,38.0,2820.0,2735.0,38.0,1.0,2816.0,33.0,3.0,38.0,2726.0,38.0,2820.0,1.0,2726.0,3.0,1.0,3.0
1538,SRR7277756,2017.0,2820.0,1.0,2820.0,2726.0,8.0,1.0,1656.0,1611.0,6.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,6.0,2816.0,299.0,8.0,614.0,2726.0,306.0,2820.0,2.0,2726.0,11.0,2.0,290.0
1540,SRR7277760,2018.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,1.0,1.0,1.0
1542,SRR7277774,2017.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,2.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,2.0,1.0,2.0
1543,SRR7277779,2016.0,2820.0,1.0,2820.0,2726.0,7.0,1.0,1032.0,7.0,1.0,1032.0,7.0,1005.0,2820.0,2735.0,734.0,7.0,2816.0,187.0,7.0,734.0,2726.0,259.0,2820.0,4.0,2726.0,38.0,4.0,7.0
1544,SRR7277787,2017.0,2820.0,1.0,2820.0,2726.0,31.0,2.0,1656.0,1611.0,17.0,1656.0,79.0,1656.0,2820.0,2735.0,614.0,19.0,2816.0,91.0,31.0,614.0,2726.0,127.0,2820.0,4.0,2726.0,69.0,4.0,77.0
1545,SRR7277794,2017.0,2820.0,1.0,2820.0,2726.0,5.0,3.0,1032.0,859.0,5.0,1032.0,36.0,1005.0,2820.0,2735.0,734.0,5.0,2816.0,36.0,5.0,734.0,2726.0,36.0,2820.0,1.0,2726.0,5.0,1.0,5.0
1546,SRR7277797,2016.0,2820.0,1.0,2820.0,2726.0,11.0,2.0,1032.0,859.0,11.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,10.0,2816.0,187.0,11.0,734.0,2726.0,259.0,2820.0,2.0,2726.0,38.0,2.0,159.0
1547,SRR7277813,2017.0,2820.0,1.0,2820.0,2726.0,5.0,1.0,1032.0,859.0,5.0,1032.0,36.0,1005.0,2820.0,2735.0,734.0,5.0,2816.0,36.0,5.0,734.0,2726.0,36.0,2820.0,2.0,2726.0,5.0,2.0,5.0
1548,SRR7277880,2017.0,2820.0,1.0,2820.0,2726.0,5.0,1.0,1656.0,1611.0,5.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,5.0,2816.0,5.0,5.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,5.0,1.0,5.0
1549,SRR7282604,2017.0,2820.0,1.0,2820.0,2726.0,11.0,2.0,1032.0,859.0,11.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,10.0,2816.0,187.0,11.0,734.0,2726.0,259.0,2820.0,2.0,2726.0,38.0,2.0,159.0
1551,SRR7282610,2017.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,14.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,15.0,2.0,614.0,2726.0,126.0,2820.0,1.0,2726.0,5.0,1.0,2.0
1553,SRR7282620,2017.0,2820.0,1.0,2820.0,2726.0,107.0,3.0,1656.0,1611.0,3.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,3.0,2816.0,299.0,91.0,614.0,2726.0,306.0,2820.0,2.0,2726.0,210.0,2.0,290.0
1554,SRR7282621,2017.0,2820.0,1.0,2820.0,2726.0,21.0,1.0,1032.0,859.0,8.0,1032.0,124.0,1005.0,2820.0,2735.0,734.0,18.0,2816.0,103.0,21.0,734.0,2726.0,128.0,2820.0,1.0,2726.0,22.0,1.0,21.0
1555,SRR7282624,2017.0,2820.0,1.0,2820.0,2726.0,4.0,3.0,1656.0,1611.0,3.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,4.0,2816.0,955.0,4.0,1042.0,2726.0,455.0,2820.0,2.0,2726.0,4.0,2.0,47.0
1557,SRR7282646,2016.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,1.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,1.0,1.0,1.0
1558,SRR7282659,2016.0,2820.0,1.0,2820.0,2726.0,66.0,1.0,1032.0,859.0,15.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,45.0,2816.0,72.0,16.0,734.0,2726.0,259.0,2820.0,2.0,2726.0,71.0,2.0,72.0
1559,SRR7283672,2017.0,2820.0,1.0,2820.0,2726.0,33.0,7.0,1032.0,859.0,27.0,1032.0,33.0,1005.0,2820.0,2735.0,734.0,30.0,2816.0,34.0,30.0,734.0,2726.0,95.0,2820.0,1.0,2726.0,34.0,1.0,33.0
1560,SRR7283678,2017.0,2820.0,1.0,2820.0,2726.0,5.0,3.0,1032.0,859.0,5.0,1032.0,36.0,1005.0,2820.0,2735.0,734.0,5.0,2816.0,36.0,5.0,734.0,2726.0,36.0,2820.0,2.0,2726.0,5.0,2.0,5.0
1561,SRR7283679,2017.0,2820.0,2.0,2820.0,2726.0,64.0,7.0,1032.0,859.0,9.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,43.0,2816.0,187.0,56.0,734.0,2726.0,259.0,2820.0,7.0,2726.0,118.0,7.0,159.0
1562,SRR7283716,2017.0,2820.0,1.0,2820.0,2726.0,21.0,1.0,1656.0,43.0,6.0,1656.0,42.0,1656.0,2820.0,2735.0,614.0,18.0,2816.0,44.0,6.0,614.0,2726.0,45.0,2820.0,3.0,2726.0,30.0,3.0,30.0
1563,SRR7283720,2016.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,859.0,1.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,187.0,1.0,734.0,2726.0,259.0,2820.0,1.0,2726.0,38.0,1.0,159.0
1564,SRR7283726,2017.0,2820.0,1.0,2820.0,2726.0,5.0,3.0,1032.0,859.0,5.0,1032.0,36.0,1005.0,2820.0,2735.0,734.0,5.0,2816.0,36.0,5.0,734.0,2726.0,36.0,2820.0,1.0,2726.0,5.0,1.0,5.0
1566,SRR7283733,2017.0,2820.0,1.0,2820.0,2726.0,31.0,4.0,1656.0,1611.0,17.0,1656.0,79.0,1656.0,2820.0,2735.0,614.0,19.0,2816.0,91.0,31.0,614.0,2726.0,127.0,2820.0,1.0,2726.0,69.0,1.0,77.0
1567,SRR7283735,2017.0,2820.0,1.0,2820.0,2726.0,31.0,1.0,1656.0,1611.0,1.0,1656.0,79.0,1656.0,2820.0,2735.0,614.0,19.0,2816.0,91.0,31.0,614.0,2726.0,127.0,2820.0,4.0,2726.0,69.0,4.0,77.0
1568,SRR7283741,2017.0,2820.0,1.0,2820.0,2726.0,27.0,1.0,1656.0,1611.0,14.0,1656.0,1124.0,1656.0,2820.0,2735.0,614.0,16.0,2816.0,83.0,35.0,614.0,2726.0,126.0,2820.0,1.0,2726.0,78.0,1.0,77.0
1569,SRR7283743,2017.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,3.0,1.0,3.0
1570,SRR7283747,2017.0,2820.0,1.0,2820.0,70.0,4.0,3.0,14.0,4.0,4.0,14.0,4.0,4.0,2820.0,78.0,14.0,4.0,2816.0,4.0,4.0,14.0,78.0,4.0,2820.0,4.0,75.0,4.0,4.0,4.0
1572,SRR7283754,2017.0,2820.0,1.0,2820.0,2726.0,4.0,1.0,1032.0,859.0,3.0,1032.0,124.0,1005.0,2820.0,2735.0,734.0,3.0,2816.0,20.0,3.0,734.0,2726.0,128.0,2820.0,1.0,2726.0,4.0,1.0,20.0
1573,SRR7283758,2016.0,2820.0,1.0,2820.0,2726.0,33.0,2.0,1032.0,859.0,27.0,1032.0,33.0,1005.0,2820.0,2735.0,734.0,30.0,2816.0,34.0,30.0,734.0,2726.0,95.0,2820.0,8.0,2726.0,34.0,8.0,33.0
1574,SRR7283761,2017.0,2820.0,1.0,2820.0,2726.0,31.0,1.0,1656.0,1611.0,17.0,1656.0,79.0,1656.0,2820.0,2735.0,614.0,19.0,2816.0,91.0,31.0,614.0,2726.0,127.0,2820.0,4.0,2726.0,69.0,4.0,77.0
1575,SRR7283762,2017.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,859.0,1.0,1032.0,1.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,187.0,1.0,734.0,2726.0,259.0,2820.0,1.0,2726.0,118.0,1.0,1.0
1576,SRR7283768,2017.0,2820.0,1.0,2820.0,2726.0,21.0,1.0,1656.0,43.0,6.0,1656.0,42.0,1656.0,2820.0,2735.0,614.0,18.0,2816.0,44.0,6.0,614.0,2726.0,45.0,2820.0,1.0,2726.0,30.0,1.0,30.0
1577,SRR7283769,2016.0,2820.0,1.0,2820.0,2726.0,8.0,2.0,1656.0,1611.0,6.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,6.0,2816.0,299.0,8.0,614.0,2726.0,306.0,2820.0,2.0,2726.0,11.0,2.0,290.0
1578,SRR7283771,2017.0,2820.0,1.0,2820.0,2726.0,5.0,2.0,1656.0,1611.0,2.0,1656.0,6.0,1656.0,2820.0,2735.0,614.0,2.0,2816.0,6.0,2.0,614.0,2726.0,126.0,2820.0,2.0,2726.0,6.0,2.0,6.0
1579,SRR7283797,2017.0,2820.0,1.0,2820.0,2726.0,4.0,3.0,1656.0,1611.0,3.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,4.0,2816.0,955.0,4.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,4.0,1.0,47.0
1580,SRR7283801,2017.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,4.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,8.0,1.0,10.0
1582,SRR7283808,2017.0,2820.0,1.0,2820.0,2726.0,31.0,2.0,1656.0,1611.0,17.0,1656.0,79.0,1656.0,2820.0,2735.0,614.0,19.0,2816.0,91.0,31.0,614.0,2726.0,127.0,2820.0,4.0,2726.0,69.0,4.0,77.0
1583,SRR7283810,2017.0,2820.0,1.0,2820.0,2726.0,66.0,1.0,1032.0,859.0,15.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,45.0,2816.0,72.0,16.0,734.0,2726.0,259.0,2820.0,2.0,2726.0,71.0,2.0,72.0
1584,SRR7284306,2017.0,2820.0,1.0,2820.0,2726.0,19.0,1.0,1656.0,1611.0,2.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,2.0,2816.0,33.0,12.0,1042.0,2726.0,455.0,2820.0,2.0,2726.0,31.0,2.0,33.0
1585,SRR7285408,2017.0,2820.0,1.0,2820.0,2726.0,33.0,7.0,1032.0,859.0,27.0,1032.0,33.0,1005.0,2820.0,2735.0,734.0,30.0,2816.0,34.0,30.0,734.0,2726.0,95.0,2820.0,11.0,2726.0,34.0,11.0,33.0
1586,SRR7285416,2018.0,2820.0,1.0,2820.0,2726.0,21.0,1.0,1032.0,859.0,8.0,1032.0,124.0,1005.0,2820.0,2735.0,734.0,18.0,2816.0,103.0,21.0,734.0,2726.0,128.0,2820.0,1.0,2726.0,22.0,1.0,21.0
1587,SRR7285419,2018.0,2820.0,1.0,2820.0,70.0,4.0,3.0,14.0,4.0,4.0,14.0,4.0,4.0,2820.0,78.0,14.0,4.0,2816.0,4.0,4.0,14.0,78.0,4.0,2820.0,4.0,75.0,4.0,4.0,4.0
1588,SRR7285425,2017.0,2820.0,1.0,2820.0,2726.0,2.0,2.0,1656.0,1611.0,2.0,1656.0,1124.0,1656.0,2820.0,2735.0,614.0,2.0,2816.0,83.0,2.0,614.0,2726.0,126.0,2820.0,2.0,2726.0,2.0,2.0,2.0
1589,SRR7285427,2017.0,2820.0,1.0,2820.0,2726.0,33.0,7.0,1032.0,859.0,27.0,1032.0,33.0,1005.0,2820.0,2735.0,734.0,30.0,2816.0,34.0,30.0,734.0,2726.0,95.0,2820.0,11.0,2726.0,34.0,11.0,33.0
1590,SRR7285430,2017.0,2820.0,1.0,2820.0,2726.0,7.0,1.0,1032.0,7.0,1.0,1032.0,7.0,1005.0,2820.0,2735.0,734.0,7.0,2816.0,187.0,7.0,734.0,2726.0,259.0,2820.0,1.0,2726.0,38.0,1.0,7.0
1591,SRR7285434,2018.0,2820.0,1.0,2820.0,70.0,4.0,3.0,14.0,4.0,4.0,14.0,4.0,4.0,2820.0,78.0,14.0,4.0,2816.0,4.0,4.0,14.0,78.0,4.0,2820.0,4.0,75.0,4.0,4.0,4.0
1592,SRR7285446,2017.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,859.0,1.0,1032.0,21.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,19.0,1.0,734.0,2726.0,95.0,2820.0,1.0,2726.0,12.0,1.0,15.0
1593,SRR7285450,2016.0,2820.0,1.0,2820.0,2726.0,64.0,2.0,1032.0,859.0,29.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,43.0,2816.0,187.0,56.0,734.0,2726.0,259.0,2820.0,1.0,2726.0,118.0,1.0,159.0
1594,SRR7285454,2017.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,1.0,1.0,1.0
1595,SRR7285461,2018.0,2820.0,1.0,2820.0,2726.0,31.0,1.0,1656.0,1611.0,1.0,1656.0,79.0,1656.0,2820.0,2735.0,614.0,19.0,2816.0,91.0,1.0,614.0,2726.0,127.0,2820.0,1.0,2726.0,69.0,1.0,77.0
1596,SRR7285465,2017.0,2820.0,1.0,2820.0,2726.0,19.0,1.0,1656.0,1611.0,2.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,2.0,2816.0,33.0,12.0,1042.0,2726.0,455.0,2820.0,2.0,2726.0,31.0,2.0,33.0
1597,SRR7285476,2017.0,2820.0,1.0,2820.0,2726.0,31.0,4.0,1656.0,1611.0,17.0,1656.0,79.0,1656.0,2820.0,2735.0,614.0,19.0,2816.0,91.0,31.0,614.0,2726.0,127.0,2820.0,4.0,2726.0,69.0,4.0,77.0
1598,SRR7285479,2017.0,2820.0,1.0,2820.0,2726.0,107.0,3.0,1656.0,1611.0,3.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,3.0,2816.0,299.0,91.0,614.0,2726.0,306.0,2820.0,2.0,2726.0,210.0,2.0,290.0
1599,SRR7285491,2017.0,2820.0,1.0,2820.0,2726.0,8.0,1.0,1032.0,859.0,2.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,187.0,6.0,734.0,2726.0,259.0,2820.0,1.0,2726.0,8.0,1.0,10.0
1600,SRR7285495,2016.0,2820.0,1.0,2820.0,2726.0,59.0,1.0,1656.0,1611.0,2.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,3.0,2816.0,299.0,47.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,210.0,1.0,290.0
1601,SRR7285501,2017.0,2820.0,1.0,2820.0,2726.0,33.0,7.0,1032.0,859.0,27.0,1032.0,33.0,1005.0,2820.0,2735.0,734.0,30.0,2816.0,34.0,30.0,734.0,2726.0,95.0,2820.0,11.0,2726.0,34.0,11.0,33.0
1602,SRR7285520,2017.0,2820.0,1.0,2820.0,2726.0,64.0,7.0,1032.0,859.0,9.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,43.0,2816.0,187.0,56.0,734.0,2726.0,259.0,2820.0,7.0,2726.0,118.0,7.0,159.0
1603,SRR7285526,2017.0,2820.0,1.0,2820.0,2726.0,33.0,5.0,1032.0,859.0,27.0,1032.0,33.0,1005.0,2820.0,2735.0,734.0,30.0,2816.0,34.0,30.0,734.0,2726.0,95.0,2820.0,11.0,2726.0,34.0,11.0,33.0
1605,SRR7285528,2018.0,2820.0,1.0,2820.0,2726.0,14.0,1.0,1656.0,1611.0,8.0,1656.0,79.0,1656.0,2820.0,2735.0,614.0,5.0,2816.0,91.0,14.0,614.0,2726.0,127.0,2820.0,1.0,2726.0,69.0,1.0,77.0
1606,SRR7285532,2017.0,2820.0,2.0,2820.0,2726.0,33.0,7.0,1032.0,859.0,27.0,1032.0,33.0,1005.0,2820.0,2735.0,734.0,30.0,2816.0,34.0,30.0,734.0,2726.0,95.0,2820.0,11.0,2726.0,34.0,11.0,33.0
1608,SRR7285537,2018.0,2820.0,1.0,2820.0,2726.0,2.0,2.0,1656.0,1611.0,2.0,1656.0,1124.0,1656.0,2820.0,2735.0,614.0,2.0,2816.0,83.0,2.0,614.0,2726.0,126.0,2820.0,2.0,2726.0,2.0,2.0,2.0
1609,SRR7285538,2016.0,2820.0,1.0,2820.0,2726.0,33.0,1.0,1032.0,859.0,27.0,1032.0,33.0,1005.0,2820.0,2735.0,734.0,30.0,2816.0,34.0,30.0,734.0,2726.0,95.0,2820.0,1.0,2726.0,34.0,1.0,33.0
1610,SRR7285539,2017.0,2820.0,1.0,2820.0,2726.0,107.0,1.0,1656.0,1611.0,47.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,73.0,2816.0,299.0,91.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,210.0,1.0,290.0
1611,SRR7285544,2017.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,83.0,2.0,614.0,2726.0,126.0,2820.0,1.0,2726.0,78.0,1.0,77.0
1612,SRR7285545,2018.0,2820.0,1.0,2820.0,2726.0,2.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,22.0,1.0,47.0
1613,SRR7285561,2016.0,2820.0,1.0,2820.0,2726.0,33.0,5.0,1032.0,859.0,27.0,1032.0,33.0,1005.0,2820.0,2735.0,734.0,30.0,2816.0,34.0,30.0,734.0,2726.0,95.0,2820.0,11.0,2726.0,34.0,11.0,33.0
1614,SRR7285562,2017.0,2820.0,1.0,2820.0,2726.0,31.0,1.0,1656.0,1611.0,17.0,1656.0,79.0,1656.0,2820.0,2735.0,614.0,19.0,2816.0,91.0,31.0,614.0,2726.0,127.0,2820.0,4.0,2726.0,69.0,4.0,77.0
1615,SRR7285565,2018.0,2820.0,1.0,2820.0,2726.0,3.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,83.0,2.0,614.0,2726.0,126.0,2820.0,1.0,2726.0,78.0,1.0,77.0
1616,SRR7285567,2017.0,2820.0,1.0,2820.0,2726.0,33.0,7.0,1032.0,859.0,27.0,1032.0,33.0,1005.0,2820.0,2735.0,734.0,30.0,2816.0,34.0,30.0,734.0,2726.0,95.0,2820.0,11.0,2726.0,34.0,11.0,33.0
1617,SRR7285568,2017.0,2820.0,1.0,2820.0,2726.0,64.0,2.0,1032.0,859.0,4.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,4.0,2816.0,187.0,56.0,734.0,2726.0,259.0,2820.0,1.0,2726.0,118.0,1.0,159.0
1618,SRR7285569,2017.0,2820.0,1.0,2820.0,2726.0,2.0,1.0,1032.0,859.0,1.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,187.0,2.0,734.0,2726.0,259.0,2820.0,1.0,2726.0,38.0,1.0,159.0
1619,SRR7285570,2017.0,2820.0,2.0,2820.0,2726.0,7.0,2.0,1032.0,7.0,5.0,1032.0,7.0,1005.0,2820.0,2735.0,734.0,7.0,2816.0,187.0,7.0,734.0,2726.0,259.0,2820.0,4.0,2726.0,38.0,4.0,7.0
1620,SRR7285577,2017.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,859.0,1.0,1032.0,8.0,1005.0,2820.0,2735.0,28.0,1.0,2816.0,8.0,1.0,113.0,2726.0,25.0,2820.0,1.0,2726.0,1.0,1.0,1.0
